train_loss,train_acc,train_f1,train_mcc,train_dice,val_loss,val_acc,val_f1,val_mcc,val_dice
0.4025977239376161,0.7726227945066741,0.8544595775482978,0.3541188084034878,0.8544595775482978,0.38603577090472707,0.8074979638222624,0.8742541453810468,0.3803254600426606,0.8742541453810468
0.3849529774208379,0.8074825964431104,0.8812814892916038,0.3888044609534728,0.8812814892916038,0.37422854435153124,0.8299643403625677,0.8951892177303579,0.40580268017888943,0.895189217730358
0.3719467835697701,0.8307378317798865,0.8984373767632859,0.40814877431927704,0.8984373767632859,0.36240648544900783,0.8464176809746724,0.907202940762332,0.4231935239032431,0.907202940762332
0.3653439971489635,0.8395777336921006,0.9044597163341139,0.41155380696171306,0.9044597163341141,0.3597301535490083,0.8516733246446659,0.911368528535373,0.42198581565522614,0.9113685285353726
0.3588125337430132,0.8491530744637333,0.9114584562328926,0.41895486211508753,0.9114584562328926,0.35183150884581776,0.8597960821964522,0.9174395073240033,0.42785775627175326,0.9174395073240033
0.3541234586297012,0.8552122125293901,0.9150111965269703,0.4209998085059471,0.9150111965269702,0.34848684896298543,0.8630759199754707,0.9203328912158778,0.4297433706337573,0.9203328912158777
0.3501594008469,0.8609142419747521,0.919485712344496,0.42654869531004075,0.919485712344496,0.3448765839987654,0.8668014117498981,0.9226057736592286,0.43283451983214516,0.9226057736592286
0.34654072338972636,0.8630246953782973,0.9209534614415965,0.42428101031637017,0.9209534614415965,0.3426233544582274,0.8674109844562619,0.9231414476745361,0.42928836461735614,0.9231414476745361
0.343851928788472,0.8657000829106695,0.9226276613012111,0.42299230092639317,0.9226276613012112,0.33900931647153404,0.8699985583934795,0.9248565269504769,0.42967701166224487,0.9248565269504769
0.3403998419521301,0.8689747982299706,0.9246217106521145,0.4285328542368147,0.9246217106521145,0.3365525496684439,0.8713325932598674,0.9261201744222383,0.43000139448133357,0.9261201744222383
0.33837615280616573,0.8701515004050402,0.9257568033472329,0.42902242412769875,0.9257568033472329,0.33613431017573286,0.8719172854476042,0.926914722541273,0.4257393639915642,0.926914722541273
0.3366349446095102,0.8712886864622903,0.9263517954849028,0.42603151366474784,0.9263517954849028,0.33378912520602466,0.8730910605028352,0.9275196315838659,0.42234872398619183,0.9275196315838659
0.3348576702722689,0.87192533502716,0.9268177631851306,0.42468141622526784,0.9268177631851306,0.3332154285616991,0.8735462276377192,0.9277084776016457,0.42523014368474854,0.9277084776016457
0.3323489645632302,0.8726117446292839,0.9273784312502584,0.42462776039732647,0.9273784312502584,0.3306835322845273,0.873906995157812,0.9281749023577399,0.4215511645521072,0.92817490235774
0.33154878480647637,0.8727844446997544,0.9275739416750832,0.4213610067325874,0.9275739416750832,0.3288281933078921,0.8746168217186437,0.9288831962628518,0.4234450252199814,0.9288831962628517
0.33030332540108903,0.8741726312831543,0.9285741988619244,0.42638061606813094,0.9285741988619243,0.3286412842874605,0.8748100116279836,0.9286916827312631,0.4189575229142148,0.9286916827312632
0.3285115525974491,0.8738835781991041,0.9284090666274073,0.4224317877364581,0.9284090666274072,0.3270288444146877,0.8749439273605941,0.9288300382160807,0.4211769352508898,0.9288300382160807
0.3273862648785599,0.8748634315650359,0.928969941532551,0.4245758637800753,0.928969941532551,0.3258890088011579,0.875958174384628,0.9294375030172174,0.4189393434430309,0.9294375030172174
0.3254218968918653,0.8750310091757889,0.9291783685336699,0.4217155163503085,0.9291783685336699,0.3253371148574643,0.875867433669635,0.9295107126156276,0.41874595487865657,0.9295107126156276
0.3256540729747555,0.8749819799184944,0.9292333098057797,0.4210172107486889,0.9292333098057797,0.32380047949349006,0.8761784401524737,0.9296373518552659,0.4189921701655702,0.9296373518552659
