train_loss,train_acc,train_f1,train_mcc,train_dice,val_loss,val_acc,val_f1,val_mcc,val_dice
0.4064572303275752,0.762184685162649,0.8488043882599909,0.32976748910448217,0.8488043882599909,0.38821949609896034,0.8009902446413583,0.8726101425872893,0.3600069900510988,0.8726101425872892
0.38884913049093106,0.8010619590774011,0.8785635468586086,0.36455603467731534,0.8785635468586086,0.3749969441716264,0.8280983014655358,0.8950767215539599,0.38888352567878537,0.8950767215539598
0.37717503939217667,0.8211449282892228,0.8931131227456495,0.37789433465456157,0.8931131227456494,0.3659850494648383,0.8437371709825829,0.9068235692811063,0.39989437334965333,0.9068235692811063
0.3680297698431868,0.8363191175319111,0.9039109218599931,0.39280336754452366,0.9039109218599931,0.35883157282340816,0.8514442775173048,0.912801682693975,0.4029823373152626,0.912801682693975
0.361758756443737,0.844731659947707,0.909629405671367,0.39626676896775087,0.909629405671367,0.3547344760196965,0.8554441867765897,0.9155764181541596,0.40182182863040156,0.9155764181541596
0.3578889525033594,0.8512774316865113,0.9137582840213697,0.397420834511534,0.9137582840213696,0.3507782438906228,0.8589567305827676,0.9182074601682177,0.4002960449701588,0.9182074601682177
0.35423222159951684,0.8555817614089984,0.9169344364351526,0.3976027307606693,0.9169344364351526,0.3484645359884433,0.8617031007712229,0.9200112443372523,0.4036006617726092,0.9200112443372523
0.35117351911901457,0.8589977102605063,0.9190254223849453,0.3976852502189495,0.9190254223849453,0.34626283296724647,0.8636145100257513,0.9216539406219875,0.39931297816108474,0.9216539406219876
0.34693571755556557,0.8625344028053517,0.9215198416545567,0.4016158515440917,0.9215198416545567,0.3456775221398206,0.8649002474148043,0.9229145341070832,0.39644374372234487,0.9229145341070834
0.34477591659964585,0.8636086557860744,0.9221301615693732,0.3982059117375615,0.9221301615693732,0.34225905377690385,0.8656964240108713,0.9232204107386531,0.3989781877531107,0.9232204107386531
0.343764495558855,0.8646653460477662,0.9227424785191473,0.396246022032092,0.9227424785191473,0.34121006194168957,0.8675112383107298,0.9247035903276338,0.3989787597002677,0.9247035903276338
0.3420758528438041,0.8668789804256178,0.9244876966835586,0.3985459357977334,0.9244876966835586,0.33868286522423346,0.8686198849495548,0.9254408253686564,0.3960810638570639,0.9254408253686565
0.33946355813887064,0.8669946016592379,0.9245678306536748,0.39742811451073046,0.9245678306536748,0.3372739892664964,0.8690604164852462,0.925890565083157,0.39360993135307215,0.925890565083157
0.338176698704076,0.8671863280086585,0.9249461384905572,0.39471475090113467,0.9249461384905572,0.3366024271259463,0.8698617155410305,0.9263471240822172,0.39454974927696307,0.9263471240822172
0.33759612862656757,0.8690948101433483,0.9263039085154641,0.3949914094059875,0.9263039085154641,0.33522315238549455,0.8697556074468856,0.9263279799969456,0.38925098124564905,0.9263279799969456
0.3348957537635555,0.8697717066059972,0.926558644776119,0.39571967150723764,0.9265586447761189,0.33314853422040863,0.8703124919961567,0.9268375781797933,0.38697965634037024,0.9268375781797933
0.33474720493564764,0.8699056223386078,0.9265229205786368,0.3928107255605638,0.9265229205786369,0.33153161721500923,0.8711752605685491,0.9275441893206096,0.3907818762528706,0.9275441893206096
0.3328829378616519,0.8702429728999928,0.9270352139660227,0.3913470551222499,0.9270352139660227,0.33030320909934313,0.8717050692593142,0.9278897115229497,0.38961530017979995,0.9278897115229499
0.3322934731235349,0.8708020527891427,0.9272454711090178,0.39087919373612107,0.9272454711090178,0.33002525519549364,0.8704581162081212,0.9271577407646843,0.3883546284215191,0.9271577407646843
0.3319288375901013,0.8706856997755631,0.9274358597039742,0.39187681056794055,0.9274358597039742,0.3286974948596179,0.871934848166635,0.928248302344312,0.3834228691140173,0.9282483023443119
